text,date,game
level best on best that is personal well,12/4/2018,28
not many of them are 225 pounds or,12/4/2018,28
whatever he is,12/4/2018,28
and then obviously he's got a gift and,12/4/2018,28
yet an insane not what we try to do is,12/4/2018,28
we try to steal something good off all,12/4/2018,28
the really good parts and you know,12/4/2018,28
whatever that may be you can always,12/4/2018,28
learn from what the good players do and,12/4/2018,28
you try to turn it give it to your,12/4/2018,28
development team and see if we can't all,12/4/2018,28
do something better well and that's what,12/4/2018,28
happens when you got really good players,12/4/2018,28
you're gonna learn from him who will,12/4/2018,28
he's gonna come back now and you're,12/4/2018,28
gonna see some things he can do and,12/4/2018,28
things Mitch can do and so then you know,12/4/2018,28
when we're sending out clips this summer,12/4/2018,28
we're sending out clips of the way Riley,12/4/2018,28
can turn in the way he puts his stick,12/4/2018,28
down and the way Mitch can do things to,12/4/2018,28
other kids because we want them to,12/4/2018,28
follow that lead Barbie,12/4/2018,28
Oh Willie you'll practice idea I hope,12/4/2018,28
he's playing enough is enough let's get,12/4/2018,28
out of here man,12/4/2018,28
this is the NHL in the Red Wings and,12/6/2018,29
anything is great if you get behind as,12/6/2018,29
much as you did as early as you did it,12/6/2018,29
so it's a long way up hill,12/6/2018,29
oh I mean they they were just better,12/6/2018,29
than us the game greatest thing about,12/6/2018,29
the game I say this all the time it's,12/6/2018,29
still honest and so they played harder,12/6/2018,29
to they were better and you know I,12/6/2018,29
thought we did a real good job to get,12/6/2018,29
ourselves a point I don't think we,12/6/2018,29
deserved to it was great that we got one,12/6/2018,29
but we didn't have enough hands on deck,12/6/2018,29
and we didn't work,12/6/2018,29
I thought Willie was fine it's probably,12/6/2018,29
unfair for me you know we were we had,12/6/2018,29
the bus thing that happened we were,12/6/2018,29
supposed to practice together we never,12/6/2018,29
even gave the guy a practice we wanted,12/6/2018,29
to get him in and he got two guys on,12/6/2018,29
that line that are just one coming back,12/6/2018,29
from injury and one who I was in plate,12/6/2018,29
and so in the end I mean it was it we,12/6/2018,29
had an opportunity we felt to get going,12/6/2018,29
we tried to get going has nothing to do,12/6/2018,29
with Willie has to do with me and trying,12/6/2018,29
to win the game you know I want him to,12/6/2018,29
play a ton I just want to get him out,12/6/2018,29
there get up going but you know it's,12/6/2018,29
anytime you've missed the amount of,12/6/2018,29
hockey that's good it's gonna be hard,12/6/2018,29
for him but you know what talk to Matty,12/6/2018,29
about that too is they're both gonna,12/6/2018,29
have to do extra we're gonna do it every,12/6/2018,29
practice day and they'll crawl the way,12/6/2018,29
back to being the players were capable,12/6/2018,29
of being well I mean you know it's a,12/6/2018,29
national oculi we expect everyone would,12/6/2018,29
be good every night that's just the way,12/6/2018,29
we are and as the coach you look at,12/6/2018,29
yourself well after a game like that we,12/6/2018,29
weren't ready to go,12/6/2018,29
so that's on me his games on him we're,12/6/2018,29
all responsible and the way you fix,12/6/2018,29
things is when you own it so you all say,12/6/2018,29
it's it's on you and then as long as you,12/6/2018,29
do that everything gets fixed,12/6/2018,29
well when I saw the replay I was back,12/6/2018,29
yet and I thought it might be a little,12/6/2018,29
sore tomorrow but at least it wasn't his,12/6/2018,29
shoulder that's what I thought earlier,12/6/2018,29
since I saw well the onsen captain we're,12/6/2018,29
best players so and you know Himes works,12/6/2018,29
every night but the idea is we're trying,12/6/2018,29
to build a program that were really deep,12/6/2018,29
and but I think in the NHL if you don't,12/6/2018,29
get prepared for your opponent it,12/6/2018,29
doesn't matter who you're playing that,12/6/2018,29
team came in here they were gonna work,12/6/2018,29
hard they knew they were playing a good,12/6/2018,29
team we weren't prepared and they chose,12/6/2018,29
so you know what's fair that way,12/6/2018,29
Amahl,12/6/2018,29
no I don't think so at all you know it's,12/6/2018,29
gonna be I mean no one's gonna play 25,12/6/2018,29
minutes up front that's what they want,12/6/2018,29
they have to play in a team with way,12/6/2018,29
less players but in the end we all want,12/6/2018,29
the same thing we want to win and have a,12/6/2018,29
lot of success long term so you know,12/6/2018,29
we're gonna find a way to make it go I,12/6/2018,29
think initially when you change your,12/6/2018,29
lineup when someone gets hurt it's never,12/6/2018,29
quite as smooth for the first couple as,12/6/2018,29
it is over a period of time you just,12/6/2018,29
figure it all out,12/6/2018,29
that's all do well I mean obviously it's,12/6/2018,29
got skill you know on a few regroups in,12/6/2018,29
that but yeah in open ice you have that,12/6/2018,29
but in the bottles you don't have any,12/6/2018,29
juice you just you have been in one so,12/6/2018,29
you guys have a good night,12/6/2018,29
no for sure I actually stopped we,12/8/2018,30
started really good here tonight we came,12/8/2018,30
out we were on top of him give up a,12/8/2018,30
four-on-four goal and then I didn't,12/8/2018,30
think we were very good or competitive,12/8/2018,30
in the second period and obviously the,12/8/2018,30
second Pyrrhus did us in and you know,12/8/2018,30
what's disappointing I thought we're,12/8/2018,30
gonna come in here and play real well,12/8/2018,30
especially after the night at home but,12/8/2018,30
obviously we didn't we're gonna have to,12/8/2018,30
get ourselves regroup we just had a real,12/8/2018,30
good run where we got you know five wins,12/8/2018,30
and an overtime loss or not yeah I think,12/8/2018,30
that's what was and now we got to,12/8/2018,30
regroup so every once in a while you get,12/8/2018,30
fed your lunch today it was one of those,12/8/2018,30
days,12/8/2018,30
get yourself regroup and get back out or,12/8/2018,30
we got a day off tomorrow and good,12/8/2018,30
practice to employ Carolina well I mean,12/8/2018,30
you'd like to win every game on the,12/8/2018,30
schedule but you and I both know we've,12/8/2018,30
been around long enough you don't do,12/8/2018,30
that,12/8/2018,30
so you want your ups to be longer your,12/8/2018,30
downs and sometimes we don't play as,12/8/2018,30
good it's a good message do you gotta be,12/8/2018,30
a lot better so I think you got to be a,12/8/2018,30
lot more competitive than we were in the,12/8/2018,30
last two nights so it's great that we,12/8/2018,30
had a good little run there and now we,12/8/2018,30
got to regroup and have another one well,12/8/2018,30
just not this what I talked about I,12/8/2018,30
think you can look at our whole group I,12/8/2018,30
didn't think you know we're good enough,12/8/2018,30
and so you're all in it together and,12/8/2018,30
some nights lines pick you up another,12/8/2018,30
guys you know maybe not have as good a,12/8/2018,30
night tonight we didn't have anyone else,12/8/2018,30
to pick us up starting with Nasim's,12/8/2018,30
fight did you like the way your club at,12/8/2018,30
least pushed back and showed some,12/8/2018,30
personality there well I mean obviously,12/8/2018,30
there was some hits in tonight's game,12/8/2018,30
that I mean could have been called or,12/8/2018,30
whatever you want to say but you know I,12/8/2018,30
thought I'd guess throw ball for,12/8/2018,30
themselves and and obviously I think we,12/8/2018,30
will get these guys a couple more times,12/8/2018,30
this year if I'm not mistaken so it,12/8/2018,30
should be fun,12/8/2018,30
you appreciate about attention to detail,12/11/2018,31
here tonight that led to the victory,12/11/2018,31
Mike well that we started real good,12/11/2018,31
obviously came out and played and good,12/11/2018,31
golfer andis from the goat there Jeremy,12/11/2018,31
so I thought that was a good start for,12/11/2018,31
us you know we have real good finally,12/11/2018,31
killed her tonight I didn't like the way,12/11/2018,31
he finished as much just because give up,12/11/2018,31
some chances we didn't need to but good,12/11/2018,31
win for our team and I said earlier,12/11/2018,31
today the mums were all there watching,12/11/2018,31
them so I was good to they got to see,12/11/2018,31
that and then they can come on the trip,12/11/2018,31
well for sure it's gonna take them time,12/11/2018,31
though I mean let's yeah they're all,12/11/2018,31
fine as long as the ice is open but as,12/11/2018,31
soon as it's in contact and you got to,12/11/2018,31
keep your legs going you get stuck out,12/11/2018,31
in a shift to propel only the one time,12/11/2018,31
that's the goat in the ship that just,12/11/2018,31
it's hard for you and it's gonna take,12/11/2018,31
